Generation,Genome,Fitness0,0,-13.88554
0,1,-15.7311
0,2,-15.7311
0,3,-14.98593
0,4,-14.98593
0,5,-10.97375
0,6,-13.29053
0,7,38.63895
0,8,-12.47597
0,9,9.039168
0,10,9.039168
0,11,-15.72159
0,12,11.60361
0,13,46.09901
0,14,-14.79652
0,15,8.081553
0,16,8.081553
0,17,-0.506664
0,18,12.40426
0,19,-1.337517
0,20,-3.548944
0,21,-15.44527
0,22,-15.58416
0,23,-15.00562
0,24,-3.066613
0,25,23.0425
0,26,45.1326
0,27,-16.55302
0,28,17.83719
0,29,14.34536
0,30,12.15847
0,31,12.15847
0,32,13.10887
0,33,-16.03119
0,34,-13.95771
0,35,-11.91984
0,36,-11.91984
0,37,4.180844
0,38,9.837392
0,39,9.837392
0,40,-15.74058
0,41,-15.74058
0,42,-16.80447
0,43,21.05035
0,44,0.1388991
0,45,-13.57072
0,46,89.94096
0,47,-12.58177
0,48,-15.04046
0,49,8.10424
0,50,8.10424
0,51,-0.4379718
0,52,63.05777
0,53,-11.35409
0,54,-11.35409
0,55,-1.083158
0,56,-15.70849
0,57,-13.59962
0,58,-13.80452
0,59,36.73856
0,60,-12.23459
0,61,-14.58811
0,62,-14.58811
0,63,9.75685
0,64,9.75685
0,65,11.60979
0,66,97.54061
0,67,-17.15603
0,68,-15.53179
0,69,2.615915
0,70,7.830232
0,71,-14.44759
0,72,-8.038445
0,73,-13.23766
0,74,94.52995
0,75,49.15588
0,76,-13.04369
0,77,-0.2809956
0,78,14.56236
0,79,18.85126
0,80,-2.814462
0,81,-2.814462
0,82,88.58992
0,83,88.58992
0,84,0
1,0,12.84621
1,1,94.43076
1,2,90.04835
1,3,87.81556
1,4,87.81556
1,5,62.39951
1,6,45.26802
1,7,35.00388
1,8,96.58264
1,9,-4.090963
1,10,40.91993
1,11,92.10793
1,12,92.10793
1,13,18.84259
1,14,11.66521
1,15,11.66521
1,16,17.11689
1,17,-7.277754
1,18,9.196545
1,19,9.196545
1,20,20.10618
1,21,-8.645032
1,22,1.519337
1,23,8.722339
1,24,8.722339
1,25,-1.109752
1,26,86.01964
1,27,8.996416
1,28,8.996416
1,29,6.982466
1,30,95.84338
1,31,0.2727053
1,32,14.8923
1,33,14.8923
1,34,22.16761
1,35,33.28767
1,36,-0.8619362
1,37,-6.735208
1,38,10.06988
1,39,10.06988
1,40,15.97027
1,41,-10.47424
1,42,-9.663561
1,43,-9.663561
1,44,-15.91018
1,45,5.152759
1,46,-6.448949
1,47,-13.32515
1,48,-4.397606
1,49,-16.81679
1,50,-16.81679
1,51,-15.31223
1,52,2.390512
1,53,40.12148
1,54,-2.779784
1,55,88.25809
1,56,-13.40109
1,57,-0.4202354
