Generation,Genome,Fitness
157,0,247.389106741875
157,1,330.03989559401
157,2,774.750656749377
157,3,773.837024032758
157,4,323.972986601924
157,5,323.972986601924
157,6,146.184334959479
157,7,252.139829241696
157,8,148.536207855209
157,9,148.663887850951
157,10,236.916455285392
157,11,226.31705204171
157,12,147.842200896578
157,13,147.540612145159
157,14,150.078174925148
157,15,152.077399986481
157,16,150.053908955291
157,17,148.994810169429
157,18,231.229319327609
157,19,319.109549544454
157,20,147.525873053449
157,21,146.697348822162
157,22,148.792349848348
157,23,146.475243294592
157,24,147.901302229003
157,25,146.606052319569
157,26,150.201959722596
157,27,149.585584148304
157,28,232.786773879674
157,29,232.069634606669
157,30,233.817628875851
157,31,233.088433232708
157,32,320.229171315077
157,33,320.229171315077
157,34,145.870388072348
157,35,147.678593078079
157,36,149.77225631653
157,37,148.540133682906
157,38,233.95820726452
157,39,233.651943201113
157,40,147.075732648037
157,41,147.677630164857
157,42,127.602939136887
157,43,129.001161931832
157,44,146.08479824946
157,45,323.8494751033
157,46,323.8494751033
157,47,147.065756591267
157,48,-18.5446207947024
157,49,-6.76938163494489
157,50,-10.8227108270494
157,51,-1.70767822490152
157,52,-9.24903045483349
157,53,-7.04757716759555
157,54,2.60417175939722
157,55,0.547139741349071
157,56,0.419155647737604
157,57,5.74049935384922
157,58,5.52058048422147
157,59,1.16970101756161
157,60,-7.41678672699735
157,61,-0.333977509374364
157,62,-12.7964390118828
157,63,21.3976515527978
157,64,-5.66272416925324
157,65,17.621348672567
157,66,16.2305282995863
157,67,-6.44019670598419
157,68,-0.108319259116728
157,69,-5.30906122009289
157,70,73.7379673283052
157,71,-20.1821847273929
157,72,34.6051334836095
157,73,-0.00968771097217384
157,74,1.91833649158065
157,75,2.39150565385879
157,76,-6.22763205000971
157,77,26.3458647009627
157,78,-17.1367254965476
157,79,-0.0290760041005314
157,80,-0.895500705093089
157,81,-0.229930115317131
157,82,4.01164919869513
157,83,15.6304020018169
157,84,0
