Generation,Genome,Fitness
0,0,0.342510969512062
0,1,0.000184757240491463
0,2,1.76303857318619
0,3,-11.094652144842
0,4,12.3913160557033
0,5,-6.73389265934883
0,6,11.5463368805315
0,7,-19.1150623121906
0,8,-0.0777932168068411
0,9,-7.02915846395153
0,10,-0.0901914894099958
0,11,-6.5390840859588
0,12,5.78024175516673
0,13,-7.50991685999506
0,14,0.455143889150762
0,15,0.000184778768469907
0,16,-7.51922155324687
0,17,-0.0574917249067431
0,18,18.1519449630159
0,19,1.45248034984671
0,20,-10.1025696054403
0,21,-6.03319360324043
0,22,-7.97062572117213
0,23,-16.5169305380385
0,24,12.1291032752753
0,25,5.69728562738789
0,26,5.69728562738789
0,27,-5.31393616141384
0,28,2.24024483631399
0,29,-0.000116729736481602
0,30,-1.81518154343689
0,31,-6.58556985894039
0,32,-6.82154435185127
0,33,-0.989336721168323
0,34,-20.6544113198274
0,35,13.981941197118
0,36,26.1405655430829
0,37,-16.1341036438063
0,38,-6.50482941068566
0,39,-6.77748205857669
0,40,-14.8194359201706
0,41,-9.53369868648176
0,42,-7.92841620561011
0,43,-16.044978152733
0,44,-16.044978152733
0,45,6.59836720438691
0,46,4.7760863441446
0,47,-14.8966941835803
0,48,-0.0313540394498411
0,49,92.5002749474872
0,50,13.5337497468521
0,51,-8.7267930891977
0,52,-3.52072528504548
0,53,4.78025195311099
0,54,7.11963866660743
0,55,-7.68711094949875
0,56,-0.0972845078793753
0,57,-7.50130806039938
0,58,21.6069240805965
0,59,14.3577917475666
0,60,3.97181650613784
0,61,2.11857773821179
0,62,1.87804356774681
0,63,-5.76879655983891
0,64,0.591757993163578
0,65,7.78015867241715E-05
0,66,21.6699221027
0,67,0.00016536712668227
0,68,-1.86817769926207
0,69,-17.8034580485076
0,70,-17.8034580485076
0,71,-0.0635713315416045
0,72,7.78106873214253E-05
0,73,3.52419110114192
0,74,0.279836410615591
0,75,6.80539324522042
0,76,-5.80014089053022
0,77,-8.85436198801745
0,78,1.63771071506178
0,79,-5.1038072344665
0,80,-6.34771141230776
0,81,-15.6250903401246
0,82,-8.08861573575934
0,83,8.24933346615415
0,84,0
1,0,-12.536181259202
1,1,19.6133956954074
1,2,0.159321065675887
1,3,12.5979698720177
1,4,17.779016390261
1,5,17.6082632152051
1,6,13.6876014832203
1,7,14.4814315269783
1,8,9.92962360548537
1,9,7.34293041195783
1,10,30.6281392739251
1,11,32.6839782431639
1,12,17.8839946108261
1,13,11.757582596139
1,14,-7.97227336016564
1,15,-2.87306527971444
1,16,-7.57129334254707
1,17,-7.81791912456492
1,18,-6.84272465793506
1,19,-6.81669828343951
1,20,6.66583200259991
1,21,6.79261106973172
1,22,-0.00165289924473978
1,23,7.77834938701073E-05
1,24,61.3714701257486
1,25,61.3737760619372
1,26,44.0296251912573
1,27,43.0178345130399
1,28,-0.117848396456218
1,29,6.80526885361977E-05
1,30,7.78198243210682E-05
1,31,7.77566222347812E-05
1,32,119.933272178058
1,33,122.093780284223
1,34,0.466058800767857
1,35,7.78106873214253E-05
1,36,7.79461869061816
1,37,7.10163728320637
1,38,7.10163728320637
1,39,1.664059359056
1,40,12.5588622196732
1,41,16.5098517532669
1,42,-5.41474730604382
1,43,-0.458214519197863
1,44,-8.97879691313056
1,45,-9.27874252094242
1,46,22.5903441390322
