Generation;Genome;Fitness
0,0,-19.96853
0,1,15.83822
0,2,-10.20583
0,3,-17.47515
0,4,15.33104
0,5,-15.02841
0,6,-20.84841
0,7,-1.572642
0,8,-0.01906555
0,9,14.89339
0,10,-16.86469
0,11,-0.222448
0,12,-0.2522381
0,13,0.1088311
0,14,-2.204316
0,15,1.395308
0,16,6.653173
0,17,-15.19735
0,18,-17.47513
0,19,-17.01608
0,20,-17.51081
0,21,12.25642
0,22,-7.011979
0,23,-7.011979
0,24,-18.07643
0,25,15.22725
0,26,9.334486
0,27,-13.8949
0,28,16.83416
0,29,41.49825
0,30,-11.63734
0,31,-14.67102
0,32,-5.536763
0,33,1.071522
0,0,-0.02807795
0,1,-13.90843
0,2,-13.90843
0,3,98.25199
0,4,-18.96078
0,5,-18.96078
0,6,-20.15451
0,7,4.279443
0,8,-14.49657
0,9,-14.49657
0,0,1.919343
0,1,20.27868
0,0,-0.02807802
0,1,-1.923779
0,2,8.530286
0,3,8.530286
0,4,10.93939
0,5,-19.15031
0,6,-36.60377
0,7,13.03757
0,8,-26.98743
0,9,-26.98743
0,10,-13.69709
0,11,-17.38667
0,12,4.887485
0,13,33.3383
0,14,-13.75681
0,15,0.7148109
0,16,2.190144
0,17,-15.18026
0,18,8.830371
0,19,-18.30685
0,20,-16.10929
0,21,-16.10929
0,22,-18.1363
0,23,-17.39088
0,24,9.36213
0,25,0.2069656
0,26,-16.64716
0,27,-16.64716
0,28,-0.8049176
0,29,-16.83424
0,30,-21.73676
0,31,-21.73676
0,32,-9.856283
0,33,-16.54217
0,34,-16.54217
0,35,-0.9260381
0,36,-16.20155
0,37,-16.20155
0,38,16.22388
0,39,3.632868
0,40,10.91599
0,41,30.59159
0,42,-17.99954
0,43,-17.0212
0,44,10.4939
0,45,4.387005
0,46,2.891631
0,47,-13.54463
0,48,23.25963
0,49,-16.86277
0,50,-13.67579
0,51,-16.12218
0,52,-16.12218
0,53,-14.55235
0,54,-14.74502
0,55,-16.04769
0,56,-14.19075
0,57,-16.33496
0,58,-19.36286
0,59,-19.36286
0,60,10.58751
0,61,-26.33679
0,62,4.691883
0,63,25.30933
0,64,20.0985
0,65,0.02984318
0,66,-14.51348
0,67,-17.49908
0,68,88.063
0,69,22.23072
