,Genome,Generation,Fitness
45,45,3,6.033948093518321
46,46,3,126.239512814256
47,47,3,128.40249764773301
48,48,3,128.40249764773301
49,49,3,-10.0897245394391
50,50,3,-16.1550072759449
51,51,3,35.90859437959671
52,52,3,14.0438185416051
53,53,3,23.042469436424398
54,54,3,-18.900152082605697
55,55,3,1.6636665385555902
56,56,3,0.0001441317254096
57,57,3,8.236098594834291e-05
58,58,3,-17.307514282737
59,59,3,-0.0107940674096199
60,60,3,-19.8485082337487
61,61,3,-6.515888230293711
62,62,3,129.56918124771002
63,63,3,7.16983267384505
64,64,3,7.16983267384505
65,65,3,9.13142901578068
66,66,3,0.458088685219707
67,67,3,-0.141764831895046
68,68,3,10.463731524701801
69,69,3,40.3406286775024
70,70,3,-10.5690763413193
71,71,3,-0.0300338745863087
72,72,3,69.312518169769
73,73,3,-12.6307783686205
74,74,3,0.23652016139715398
75,75,3,-5.74516297813545
76,76,3,0.319510134813603
77,77,3,-16.9488241120304
78,78,3,-6.693101019515161
79,79,3,-0.42590924858536794
80,80,3,2.05048141988735
81,81,3,-0.6380299678953261
82,82,3,-6.19068605053099
83,83,3,-6.24407060042634
84,84,3,0.0
0,0,4,149.689271929048
1,1,4,146.039521209387
2,2,4,146.871344024064
3,3,4,92.0495662548237
4,4,4,8.74183160023895
5,5,4,149.236096184163
6,6,4,-15.4946510172845
7,7,4,127.55816343934299
8,8,4,127.55816343934299
9,9,4,153.309551838387
10,10,4,41.2512179163953
11,11,4,2.7818452516377206
12,12,4,142.768003082571
13,13,4,146.042588725483
14,14,4,144.915358111714
15,15,4,145.231135520451
16,16,4,48.6669492089875
17,17,4,50.380786269161504
18,18,4,51.334587374400705
19,19,4,51.373078684533205
20,20,4,-2.4178093016589903
21,21,4,115.680436105782
22,22,4,-14.232182627265999
23,23,4,-14.313314763962099
24,24,4,2.1031289566839098
25,25,4,1.97560272707443
26,26,4,73.6359148335541
27,27,4,46.5382455749034
28,28,4,53.0472907398349
29,29,4,56.404076655789794
30,30,4,148.296064592302
31,31,4,148.010323068594
32,32,4,8.886579942312519
33,33,4,10.2772442904982
34,34,4,114.655398994074
35,35,4,114.617623887396
36,36,4,114.43155326583
37,37,4,115.130221550905
38,38,4,-8.331001318980759
39,39,4,-9.09920148944069
40,40,4,1.093908694123
41,41,4,1.19851227104294
42,42,4,81.5505865698702
43,43,4,12.518093967834401
44,44,4,-1.5800543349259901
45,45,4,-2.16841278614703
46,46,4,-8.95036141267495
47,47,4,-8.84723119686105
48,48,4,63.63260992141271
49,49,4,-1.48490524660772
50,50,4,-2.7684204109281403
51,51,4,-0.0004323951762288
52,52,4,-0.547222138810213
53,53,4,-9.55636628584279
54,54,4,-17.0536485543497
55,55,4,-0.5451061854991079
56,56,4,-4.2936287032903
57,57,4,-2.14764862593921
58,58,4,5.950107356617099
59,59,4,-9.66318285480932
60,60,4,-0.23828680973945604
61,61,4,2.2013511712386
62,62,4,-7.768464658820981
63,63,4,-4.15509115084741
64,64,4,3.0512031777518795
65,65,4,-7.25061708357994
66,66,4,-0.0356987000398306
67,67,4,2.19383240290938
68,68,4,3.4854345643479197
69,69,4,-0.263980866134119
70,70,4,-4.11804929741715e-05
71,71,4,-0.5659435149440379
72,72,4,-5.28716349295387
73,73,4,150.994188237266
74,74,4,23.9070309839633
75,75,4,-11.5175583171784
76,76,4,-7.84352495531152
77,77,4,-19.020216331369102
78,78,4,-0.0790665465104092
79,79,4,13.258164245971502
80,80,4,-4.67113267151299
81,81,4,-13.9241821634873
82,82,4,-15.037813205117901
83,83,4,3.36659546734541
84,84,4,0.0
0,0,5,140.98908900183
1,1,5,222.18650828808498
2,2,5,67.4242608201042
3,3,5,129.60486165627898
4,4,5,129.60486165627898
5,5,5,147.64830318544398
6,6,5,147.627215729059
7,7,5,144.425270191932
8,8,5,35.751481141704
9,9,5,36.3760934687891
10,10,5,50.943005149715006
11,11,5,46.4855126835526
12,12,5,3.91705170650545
13,13,5,3.60764923991673
14,14,5,-8.800518431538288
15,15,5,-8.940535049687481
16,16,5,114.495471113449
17,17,5,57.0055674073973
18,18,5,224.678518362901
19,19,5,57.0881895599555
20,20,5,-1.82096021882489
21,21,5,-2.49365616464033
22,22,5,-3.0417640761578197
23,23,5,-2.72804604254178
24,24,5,-0.075422072882195
25,25,5,-0.140137482037488
26,26,5,48.5563474094492
27,27,5,48.5775167252734
28,28,5,1.90297966476028
29,29,5,-8.04566970019848
30,30,5,136.250661287979
31,31,5,136.987808893013
32,32,5,0.0200431824228247
33,33,5,0.10399589564401901
34,34,5,-10.114433535495401
35,35,5,-9.54514849172321
36,36,5,-5.96036625692121
37,37,5,-2.2968214053879303
38,38,5,-15.1131466287204
39,39,5,-15.8234577474126
40,40,5,140.845458847446
41,41,5,142.78109986581302
42,42,5,59.499795722347706
43,43,5,20.115265838788304
44,44,5,-12.5157108617716
45,45,5,-7.686308128259371
46,46,5,92.3747649958229
47,47,5,9.7894034624556
48,48,5,-18.180014722373397
49,49,5,9.60115905987785
50,50,5,-19.125947252353303
51,51,5,-0.083870315760052
52,52,5,0.000102951232435429
53,53,5,1.60205383698656
54,54,5,-18.1640623787202
55,55,5,7.62531741125695
56,56,5,-5.51364671169134
57,57,5,5.79554677708765
58,58,5,-0.265886307423031
59,59,5,-12.5332315610729
60,60,5,-13.3430843684651
61,61,5,1.53336658336375
62,62,5,-5.94541970775877
63,63,5,-8.19195310636598
64,64,5,-4.54643441375701
65,65,5,-8.4326186035956
66,66,5,5.834128220135231
67,67,5,5.834128220135231
68,68,5,3.5789852231219
69,69,5,3.40644493949027
70,70,5,7.2264483909580495
71,71,5,-0.7506305713222191
72,72,5,0.00010299682642766999
73,73,5,-6.2635129886575305
74,74,5,-7.513093204083769
75,75,5,-0.30436622979367
76,76,5,0.000102951232435429
77,77,5,-17.1854199218545
78,78,5,-5.6639502751077
79,79,5,89.6491723146134
80,80,5,1.18144569690388
81,81,5,-7.30925953458786
82,82,5,-0.18907299066607502
83,83,5,60.932924309872
84,84,5,0.0
0,0,6,92.1869789782412
1,1,6,221.676971705466
2,2,6,142.945349864793
3,3,6,143.020241845746
4,4,6,122.957588213133
5,5,6,129.335818582613
6,6,6,124.102693828707
7,7,6,92.23936131348749
8,8,6,1.5275356330661398
9,9,6,2.32049790005013
10,10,6,85.4931080704149
11,11,6,85.70158030784359
12,12,6,137.037690377079
13,13,6,138.77417516732598
14,14,6,-17.0501388395639
15,15,6,-17.0501388395639
16,16,6,139.9235198738
17,17,6,140.67566792671002
18,18,6,53.881637534861
19,19,6,109.034888469001
20,20,6,-19.910971915873002
21,21,6,-19.611589708064802
22,22,6,87.49492702491791
23,23,6,92.7873274935153
24,24,6,85.693105464921
25,25,6,85.43678574175591
26,26,6,1.03469581860973
27,27,6,0.000102951232435429
28,28,6,15.7336224928056
29,29,6,9.597398781769972
30,30,6,139.661515253626
31,31,6,94.14731746073092
32,32,6,-9.05279029189673
33,33,6,-9.38033369427525
34,34,6,-9.38033369427525
35,35,6,87.78765657208808
36,36,6,78.49366855954409
37,37,6,28.1472681867452
38,38,6,91.60901798874941
39,39,6,129.617336547461
40,40,6,-6.447076050557389
41,41,6,-6.978096305212821
42,42,6,51.4738525031771
43,43,6,52.375699924192894
44,44,6,137.829117391731
45,45,6,138.852955961192
46,46,6,14.9497803151674
47,47,6,15.934541468177901
48,48,6,11.888422386798698
49,49,6,-4.567651760001111
50,50,6,-0.7535618409343641
51,51,6,0.80184596894658
52,52,6,-19.2406733530744
53,53,6,4.36076277784464
54,54,6,4.36076277784464
55,55,6,1.87793083657307
56,56,6,-20.6637412815415
57,57,6,7.0802119746126
58,58,6,-10.2634309012732
59,59,6,-10.2634309012732
60,60,6,5.9417290455785094
61,61,6,5.23644301021038
62,62,6,-7.19375285297021
63,63,6,-7.90549141051713
64,64,6,-14.818398886949101
65,65,6,141.00013004217698
66,66,6,-5.02605111136807
67,67,6,0.00878562929428028
68,68,6,-11.692510569679001
69,69,6,-11.073918431547199
70,70,6,0.310153399663201
71,71,6,-18.8878382909089
72,72,6,-7.429531890305199
73,73,6,-16.239160285838
74,74,6,-4.0830252881426095
75,75,6,-6.739896028091249
76,76,6,-2.22341121120198
77,77,6,17.8303294902807
78,78,6,-2.56358398888025
79,79,6,0.11840515166125
80,80,6,-3.1891615076452497
81,81,6,-11.862443190471401
82,82,6,-7.59826127985681
83,83,6,0.00021397939013392
84,84,6,0.0
0,0,7,99.27644484991009
1,1,7,142.232276058295
2,2,7,143.149326523934
3,3,7,137.967262109435
4,4,7,141.740354279856
5,5,7,140.32277522974502
6,6,7,90.7051541560913
7,7,7,136.45718783520599
8,8,7,10.5767923189635
9,9,7,10.865217916559901
10,10,7,2.68905144405626
11,11,7,0.000102951232435429
12,12,7,142.255903845207
13,13,7,142.800495469556
14,14,7,-8.74232942845009
15,15,7,-11.4064097318206
16,16,7,30.6277332906543
17,17,7,31.8004852025842
18,18,7,224.075672013679
19,19,7,12.8237537702515
20,20,7,1.46669540769531
21,21,7,1.46070297116359
22,22,7,1.36064987520538
23,23,7,0.0890613558120066
24,24,7,32.818188380040105
25,25,7,32.9728204697212
26,26,7,0.618067723926096
27,27,7,0.00010299682642766999
28,28,7,-2.87024947493002
29,29,7,-2.0248043110589298
30,30,7,9.265610919188579e-05
31,31,7,0.000102951232435429
32,32,7,-16.8076777551323
33,33,7,-16.0483194941142
34,34,7,127.39860415266199
35,35,7,145.29920147688
36,36,7,114.337044609315
37,37,7,129.89240479345
38,38,7,88.1111547858478
39,39,7,90.9119020159882
40,40,7,20.742495407122
41,41,7,26.8423691075958
42,42,7,145.58157301647302
43,43,7,146.351255485007
44,44,7,29.2690781203167
45,45,7,32.653132329464604
46,46,7,9.60726011399868
47,47,7,11.508394038833302
48,48,7,-8.94799393811894
49,49,7,-16.6970273345347
50,50,7,-15.336011161744599
51,51,7,3.55160718926545
52,52,7,1.67179298816073
53,53,7,-11.946591597662803
54,54,7,-0.248790023947219
55,55,7,-6.090458100369821
56,56,7,40.1312117485482
57,57,7,-9.155844718938539
58,58,7,0.4804631066529021
59,59,7,-8.23683237118815
60,60,7,1.37502695553083
61,61,7,-20.6461359950356
62,62,7,-18.0670651178437
63,63,7,0.43605766404682794
64,64,7,-1.6530055782297302
65,65,7,1.9287501591847802
66,66,7,6.274126629927889
67,67,7,6.274126629927889
68,68,7,-9.90944115291964
69,69,7,7.494783824424701
70,70,7,-0.852710725994683
71,71,7,-16.973097412244698
72,72,7,-4.35686875471689
73,73,7,5.6750829461920596
74,74,7,15.586190693003301
75,75,7,83.78645868556379
76,76,7,-7.39854858810763
77,77,7,1.6719268840350903
78,78,7,-17.328076415295598
79,79,7,34.9208216644877
80,80,7,-6.037492665189769
81,81,7,-2.2177579908919998
82,82,7,38.8995188494042
83,83,7,-7.65102074525381
84,84,7,0.0
0,0,8,32.4849261689648
1,1,8,145.29194967953
2,2,8,145.487579425007
3,3,8,123.96119752154301
4,4,8,142.65561896428002
5,5,8,143.037625164631
6,6,8,142.554396541833
7,7,8,142.976592584281
8,8,8,90.5881968318675
9,9,8,120.13246622590401
10,10,8,90.82375096584958
11,11,8,52.5547346636059
12,12,8,81.1245381980775
13,13,8,81.0005446825655
14,14,8,141.434032966217
15,15,8,140.96638921694299
16,16,8,87.88691725671178
17,17,8,113.73529600556002
18,18,8,90.76473266957741
19,19,8,89.1444267399325
20,20,8,101.541387126219
21,21,8,55.2534615410452
22,22,8,121.62256070111
23,23,8,120.161466551683
24,24,8,-4.796212017526759
25,25,8,-2.48273074091982
26,26,8,88.7754470861011
27,27,8,55.1905890201509
28,28,8,114.76670452734899
29,29,8,87.78175377048409
30,30,8,91.7092382513271
31,31,8,91.655137411827
32,32,8,115.19892163165301
33,33,8,119.74006680797399
34,34,8,57.1102977731687
35,35,8,57.66217666658049
36,36,8,141.067309587431
37,37,8,139.944054665779
38,38,8,142.160941911867
39,39,8,142.615938753385
40,40,8,4.7891894466182405
41,41,8,0.12399787933627199
42,42,8,0.000175017095140229
43,43,8,0.00010299682642766999
44,44,8,114.691458349307
45,45,8,90.3883688973976
46,46,8,116.403325733489
47,47,8,116.403325733489
48,48,8,4.076716198694
49,49,8,-18.492897675904
50,50,8,-2.87054215190446
51,51,8,1.5058445014204698
52,52,8,-0.695940036140254
53,53,8,0.00010299682642766999
54,54,8,-7.10287006592429
55,55,8,12.791438940597
56,56,8,-1.10863724030216
57,57,8,-5.85448655441255
58,58,8,-15.6589979401709
59,59,8,-15.8502812116206
60,60,8,-3.04545188228863
61,61,8,-1.38485879822841
62,62,8,-7.54131200028549
63,63,8,-6.69336206191123
64,64,8,-0.000359874428861592
65,65,8,-7.9188101524742995
66,66,8,0.0667213441598449
67,67,8,-8.118765075227639
68,68,8,-16.8494679959928
69,69,8,2.4486671508567204
70,70,8,-1.0300373756397099
71,71,8,-17.078769308166002
72,72,8,-17.078769308166002
73,73,8,-0.6938690202779301
74,74,8,0.118085063603437
75,75,8,215.70010168586998
76,76,8,7.509108466991509
77,77,8,238.600027830536
78,78,8,-2.54798699058092
79,79,8,4.11744573353008
80,80,8,-3.1898220141476
81,81,8,-2.6879905767440597
82,82,8,-7.28209075815117
83,83,8,-20.827136126389
84,84,8,0.0
0,0,9,9.988149425342929
1,1,9,8.80263407032349
2,2,9,142.423692833143
3,3,9,146.12101443056102
4,4,9,141.824169280054
5,5,9,145.21471234971202
6,6,9,142.80217541294599
7,7,9,141.906708297258
8,8,9,-3.3863605583368797
9,9,9,-3.0970527725841897
10,10,9,5.122574652483849
11,11,9,6.156013752769099
12,12,9,0.0580387116919923
13,13,9,9.269714378490329e-05
14,14,9,138.263211398108
15,15,9,140.561915363331
16,16,9,-1.6964813274554398
17,17,9,0.12255592376628499
18,18,9,-8.0650142367731
19,19,9,-7.95022203512545
20,20,9,43.60892299736339
21,21,9,21.0693918179635
22,22,9,60.427406186053496
23,23,9,59.377240750244205
24,24,9,-16.9789419314753
25,25,9,-17.2771372978034
26,26,9,129.081426491522
27,27,9,128.952911197291
28,28,9,4.29273694861358
29,29,9,2.8730243754213705
30,30,9,139.534814471602
31,31,9,140.746291422237
32,32,9,-0.540970231446053
33,33,9,0.000102951232435429
34,34,9,9.84851730981105
35,35,9,9.85142000109665
36,36,9,-11.372063324282
37,37,9,-11.5019661642267
38,38,9,-3.14870568103767
39,39,9,-2.78909226156546
40,40,9,2.14726415002898
41,41,9,2.06400748835845
42,42,9,143.596517128354
43,43,9,145.282955761307
44,44,9,145.95790306896401
45,45,9,145.80234202899499
46,46,9,-5.09939347579925
47,47,9,0.260422644128895
48,48,9,0.0864555361033865
49,49,9,11.101643772679699
50,50,9,11.5183388522345
51,51,9,-13.012552561133198
52,52,9,141.225162673333
53,53,9,0.5232341779352079
54,54,9,0.000270226099133564
55,55,9,0.00012231642268863
56,56,9,-0.0900101800527385
57,57,9,-10.2400747928383
58,58,9,67.1004298670512
59,59,9,-0.21636543327660698
60,60,9,-14.5126957300124
61,61,9,6.2163734713928696
62,62,9,-0.156905365379913
63,63,9,-2.7774639198617703
64,64,9,-6.17707394612572e-05
65,65,9,-3.75344124772509
66,66,9,-0.710682652625008
67,67,9,-9.90996936667278
68,68,9,1.4692600286733601
69,69,9,-12.0643987990614
70,70,9,66.4362871560922
71,71,9,-0.54490471021559
72,72,9,-7.36800658075934
73,73,9,-19.8440993931102
74,74,9,7.80999757834115
75,75,9,28.9640036010094
76,76,9,1.8249959071363602
77,77,9,-6.35245286611829
78,78,9,9.72747804013352e-05
79,79,9,-17.136832803733
80,80,9,15.922500249816899
81,81,9,118.276326618051
82,82,9,-11.235250406598
83,83,9,78.02956300988409
84,84,9,0.0
0,0,10,8.11175605658003
1,1,10,145.482888105905
2,2,10,146.28499382304702
3,3,10,145.80632467803102
4,4,10,145.410867131537
5,5,10,145.62337213035602
6,6,10,142.424233923701
7,7,10,145.462151984896
8,8,10,91.12511636251058
9,9,10,52.466808202205
10,10,10,62.8922664520978
11,11,10,57.500960376610095
12,12,10,112.101646084676
13,13,10,113.07113983341401
14,14,10,50.6407209597787
15,15,10,134.680219407273
16,16,10,61.7496387256643
17,17,10,90.9256892420754
18,18,10,145.847835725899
19,19,10,142.935642199752
20,20,10,142.475436440482
21,21,10,142.190497546143
22,22,10,93.73133986100642
23,23,10,74.9572979069346
24,24,10,133.63923169658997
25,25,10,136.053859474452
26,26,10,49.642665338417395
27,27,10,135.107116605161
28,28,10,111.97408272437201
29,29,10,106.637455119993
30,30,10,145.650375524422
31,31,10,136.2237732481
32,32,10,62.2115696124269
33,33,10,65.2088757042307
34,34,10,49.9423600820488
35,35,10,134.78981048258
36,36,10,141.279200108456
37,37,10,141.659198984391
38,38,10,87.63231840638659
39,39,10,87.7684588270007
40,40,10,126.859055249121
41,41,10,127.871190031616
42,42,10,119.006942038872
43,43,10,119.95866353262501
44,44,10,75.54975065126351
45,45,10,75.54975065126351
46,46,10,91.32169096852459
47,47,10,48.9316881739147
48,48,10,21.59088136696
49,49,10,-8.25406129464987
50,50,10,-0.6951358812429901
51,51,10,-17.9321433877076
52,52,10,0.9912311578572571
53,53,10,-13.4947422881934
54,54,10,-2.46033669129098
55,55,10,-10.910999706663198
56,56,10,-6.732526730484589
57,57,10,91.87668277890378
58,58,10,1.11823654452522
59,59,10,2.27020851180337
60,60,10,-7.50008309966931
61,61,10,-8.7819150011792
62,62,10,-0.125161743474905
63,63,10,-9.01650699635154
64,64,10,-3.3251598440735495
65,65,10,5.49602509267544
66,66,10,-16.1457928104843
67,67,10,33.7636828868736
68,68,10,-9.377603554173321
69,69,10,-2.5089375283279503
70,70,10,0.17341575665626902
71,71,10,-10.203470050221599
72,72,10,-10.203470050221599
73,73,10,-1.5257022895557202
74,74,10,-0.12160835296315
75,75,10,-7.351337452547389
76,76,10,8.63866489702649
77,77,10,86.4814673302816
78,78,10,8.63932061329785
79,79,10,47.9474688206711
80,80,10,-2.6669380254222403
81,81,10,-0.000391214683254629
82,82,10,-0.682529069688243
83,83,10,-0.28980217051953605
84,84,10,0.0
0,0,11,142.29535949501698
1,1,11,143.792612344062
2,2,11,145.861583073614
3,3,11,122.574229679948
4,4,11,143.96356086710898
5,5,11,145.186424901467
6,6,11,145.572080359361
7,7,11,127.451637467762
8,8,11,123.007321304048
9,9,11,123.29021348561399
10,10,11,138.802276022856
11,11,11,139.03688213863998
12,12,11,129.877865233048
13,13,11,128.171544648067
14,14,11,145.722068446456
15,15,11,143.429828364645
16,16,11,115.316669529681
17,17,11,115.896226494043
18,18,11,121.380082062344
19,19,11,144.52013728443998
20,20,11,119.75805589432301
21,21,11,120.722618717316
22,22,11,115.22236826437201
23,23,11,115.213678254528
24,24,11,122.85610816904301
25,25,11,123.33291344726901
26,26,11,144.74897676532302
27,27,11,145.773567720796
28,28,11,119.40141360704399
29,29,11,118.26249173980801
30,30,11,146.24811596742398
31,31,11,144.888458837257
32,32,11,121.17910316655701
33,33,11,121.536110803597
34,34,11,120.64448359219999
