Generation;Genome;Fitness
0,0,-18.36265
0,1,-19.43803
0,2,-21.44839
0,3,-16.04561
0,4,14.28539
0,5,10.56004
0,6,-19.11728
0,7,11.90596
0,8,-0.5968979
0,9,-20.16105
0,10,-9.680418
0,11,-9.587595
0,12,55.72814
0,13,0.1107224
0,14,-20.64472
0,15,5.595299
0,16,-23.7628
0,17,13.52011
0,18,-2.125621
0,19,13.81638
0,20,23.09582
0,21,15.64997
0,22,-5.915061
0,23,-3.084774
0,24,10.50685
0,25,-1.453701
0,26,-8.726854
0,27,-7.740155
0,28,-20.59288
0,29,-19.78676
0,30,-20.11307
0,31,53.16059
0,32,0.1455013
0,33,20.12434
0,34,-6.471369
0,35,-4.254934
0,36,14.37056
0,37,6.906418
0,38,-21.33344
0,39,-0.2397705
0,40,-0.8571083
0,41,-13.34152
0,42,-6.668928
0,43,8.338882
0,44,-21.38788
0,45,-20.2585
0,46,16.10015
0,47,-2.70507
0,48,1.510596
0,49,-17.25378
1,0,-18.81168
1,1,9.614458
1,2,-18.56717
1,3,-19.23709
1,4,-3.349592
1,5,-0.9347286
1,6,33.13314
1,7,32.17542
1,8,1.251924
1,9,33.42652
1,10,8.371976
1,11,-0.1742529
1,12,1.824026
1,13,32.30406
1,14,13.82096
1,15,32.37872
1,16,0.7638449
1,17,33.47911
1,18,1.672105
1,19,14.15222
1,20,10.30054
1,21,0.4412527
1,22,32.31464
1,23,32.17359
1,24,2.011581
1,25,32.15982
1,26,8.562754
1,27,32.26095
1,28,1.013613
1,29,44.39125
1,30,31.53045
1,31,-0.1547773
1,32,65.55922
1,33,-20.12138
1,34,-18.90813
1,35,-6.869229
1,36,-8.232932
1,37,0.2806294
1,38,1.241927
1,39,-19.43895
1,40,-0.139811
1,41,31.37727
1,42,-18.98802
1,43,-0.1636492
1,44,-18.90391
1,45,12.48124
1,46,5.940409
1,47,0.1201523
1,48,-19.73303
1,49,-0.09452853
2,0,49.65807
2,1,-15.50109
2,2,-21.78846
2,3,6.176687
2,4,13.19776
2,5,10.12108
2,6,-1.604831
2,7,-19.21661
2,8,-2.683386
2,9,-0.9331163
2,10,-19.23417
2,11,9.565292
2,12,-19.08478
2,13,-2.664878
2,14,-18.90093
2,15,9.829236
2,16,-18.66051
2,17,9.707591
2,18,-18.8867
2,19,-2.626284
2,20,-18.94685
2,21,-2.461428
