Generation,Genome,Fitness
39,0,236.21830489373
39,1,231.990037758588
39,2,232.148199893166
39,3,235.175313739307
39,4,235.588048680298
39,5,148.64822370987
39,6,235.973306884192
39,7,226.107227347811
39,8,21.2771087423177
39,9,122.984544334783
39,10,54.3751248756427
39,11,124.92364632575
39,12,124.92364632575
39,13,231.736826849801
39,14,24.9154457922388
39,15,23.9257034082608
39,16,227.617160124033
39,17,227.317581477641
39,18,32.3295483334314
39,19,32.0488626757065
39,20,149.901461398468
39,21,114.101796278754
39,22,124.730655403254
39,23,124.954625381318
39,24,229.975855477375
39,25,230.09318074692
39,26,56.1359821364336
39,27,56.928155608919
39,28,127.720818611356
39,29,127.720818611356
39,30,236.998800850344
39,31,235.05848402195
39,32,231.70145860552
39,33,225.634371218603
39,34,119.831877118777
39,35,114.70078743604
39,36,116.875332327835
39,37,116.748757401751
39,38,122.986258103694
39,39,124.848035245968
39,40,113.196549200685
39,41,111.51341776229
39,42,230.100297470723
39,43,226.675702940747
39,44,149.551578299558
39,45,149.831823224134
39,46,119.081120873072
39,47,120.179641526854
39,48,-7.21989447430144
39,49,52.4627799269609
39,50,99.5099902563994
39,51,0.583549119491252
39,52,2.94509125487281
39,53,2.68118248651719
39,54,0.813633885060436
39,55,-10.1402950538702
39,56,-7.74419536900439
39,57,-10.4109555422542
39,58,-1.10728798187596
39,59,-8.95867426236141
39,60,-10.1162462922104
39,61,42.2367077448307
39,62,-0.0563598634212212
39,63,22.0597510179475
39,64,1.04603576919942
39,65,7.88823006652424
39,66,110.994694592954
39,67,-4.75580636251918
39,68,-6.45266048473078
39,69,133.354281094046
39,70,6.49177838225371
39,71,-9.89384424759409
39,72,5.94369609188496
39,73,5.94369609188496
39,74,-8.68855240975007
39,75,1.15417213726583
39,76,-6.50180985918017
39,77,-5.91964862278695
39,78,-5.75258904932089
39,79,-14.1638043686296
39,80,-4.43353959230964
39,81,-4.24054413894947
39,82,-18.3374443152009
39,83,2.13753433758401
39,84,0
