Generation,Genome,Fitness
75,0,324.350042781045
75,1,248.939903622094
75,2,244.014103209951
75,3,307.013325149128
75,4,246.176245622425
75,5,249.167737619032
75,6,329.166310821591
75,7,244.781855209343
75,8,147.702953346096
75,9,147.443425728385
75,10,328.55614495599
75,11,234.796669170317
75,12,245.570297579922
75,13,242.907711542683
75,14,306.924491364638
75,15,305.983124910744
75,16,305.712708900417
75,17,322.818594175416
75,18,239.865747801075
75,19,238.868259824881
75,20,326.782118507472
75,21,245.7204794886
75,22,148.406319563416
75,23,148.252774699203
75,24,148.415651256768
75,25,148.28078502769
75,26,327.083659933047
75,27,326.475527878145
75,28,130.938568589393
75,29,237.575121858114
75,30,306.978872856567
75,31,306.108416376084
75,32,322.916637071152
75,33,315.73870838807
75,34,315.73870838807
75,35,150.733805421043
75,36,241.720529076323
75,37,245.180350410918
75,38,237.616503160289
75,39,236.272188945923
75,40,148.736039663497
75,41,148.773123363382
75,42,233.723284407901
75,43,233.476147482005
75,44,120.500485680571
75,45,122.57912493998
75,46,151.585072816891
75,47,151.368812379204
75,48,-7.96660883021009
75,49,5.83648682408011E-05
75,50,-8.89277214074145
75,51,0.934294512208041
75,52,-7.39517153979206
75,53,-9.86690027780061
75,54,-11.8741948937483
75,55,2.11417465735022
75,56,-2.39167900679429
75,57,3.50783222681675
75,58,2.41021843555127
75,59,-0.000216293335498108
75,60,-11.3136666820392
75,61,-6.23664323448301
75,62,15.1830902662615
75,63,11.8348373053692
75,64,0.587854386835929
75,65,-12.9975629378714
75,66,-14.3893261313173
75,67,-12.6701649026825
75,68,-7.68026261002527
75,69,-13.2938956305051
75,70,4.07720014949998
75,71,14.553202150716
75,72,-5.94967785824617
75,73,-0.0517250062319761
75,74,68.9546817299292
75,75,-16.3986632875283
75,76,0.844903566551466
75,77,0.0906372072563499
75,78,-17.1456856962661
75,79,43.5327407533558
75,80,0.933419039183406
75,81,0.0956840517513058
75,82,-1.6244366112289
75,83,4.26291161143987
75,84,0
