Generation,Genome,Fitness
6,0,300.500717121939
6,1,116.769955726249
6,2,44.8800164060634
6,3,46.5360465792291
6,4,147.160287080549
6,5,147.294133339962
6,6,147.037574312032
6,7,146.792215637634
6,8,311.479113170123
6,9,312.946957547273
6,10,105.015426815584
6,11,22.4426209982407
6,12,119.582249246261
6,13,123.249322076496
6,14,311.622507445526
6,15,311.996124934535
6,16,312.871990952171
6,17,312.996152528112
6,18,104.706226394374
6,19,101.287679098538
6,20,36.9177705401842
6,21,100.353349224367
6,22,314.302428165384
6,23,312.643152077908
6,24,104.290454457549
6,25,100.287889481398
6,26,313.205300673521
6,27,398.493818987164
6,28,313.030387767856
6,29,313.310912625234
6,30,312.049726808688
6,31,312.834023719064
6,32,117.604855950975
6,33,22.4754933366796
6,34,107.690494967945
6,35,26.3526629946978
6,36,114.38481957257
6,37,19.0297183447403
6,38,312.965607088577
6,39,313.803100748625
6,40,290.832600203228
6,41,397.726817665807
6,42,314.816933320992
6,43,154.701339276742
6,44,157.030119946302
6,45,158.174581431118
6,46,310.494340491971
6,47,310.192603000215
6,48,5.4517941801031
6,49,-0.00909303604075286
6,50,22.5101667231059
6,51,-1.89727876850259
6,52,-2.34693889926497
6,53,-8.74696991398877
6,54,-8.04710618818679
6,55,6.54883051119046
6,56,-10.3461893457556
6,57,5.68663399461488
6,58,6.79261386416096
6,59,-3.59028539564599
6,60,-12.2546609246667
6,61,-17.2321153776127
6,62,-10.6932248225956
6,63,-10.6932248225956
6,64,-1.29641832682778
6,65,6.35989270339739
6,66,4.40454114422988
6,67,3.9794820837845
6,68,-9.25424767006322
6,69,11.6487069513395
6,70,-11.1157989204005
6,71,5.22987911732242
6,72,6.73300882527895
6,73,-4.75348273547146
6,74,-5.47258410940894
6,75,1.82512378701394
6,76,0.00283746925825785
6,77,7.24432937479664
6,78,-11.8214903905657
6,79,-17.4963771577364
6,80,-9.09982299616036
6,81,-18.5571817256769
6,82,16.444976200321
6,83,6.46878090120498
6,84,0
