Generation,Genome,Fitness
131,0,229.34453323907
131,1,324.539834231216
131,2,325.207856820898
131,3,333.117489351899
131,4,325.33232201908
131,5,232.371648498517
131,6,238.488600677275
131,7,128.833902364173
131,8,324.846209131268
131,9,323.371427807839
131,10,149.634356605857
131,11,149.013423285061
131,12,243.73486299297
131,13,240.077598774047
131,14,2.26428881593833
131,15,2.24573700385347
131,16,230.056371519281
131,17,229.986028438073
131,18,325.189862806545
131,19,148.378143715706
131,20,9.16202533691795
131,21,5.75129853414252
131,22,151.799196819602
131,23,148.394724464851
131,24,254.255508693832
131,25,233.338269398502
131,26,233.009646804114
131,27,232.402104089274
131,28,4.80442728174001
131,29,3.0318866805034
131,30,150.857163142171
131,31,150.809096041118
131,32,231.794114670047
131,33,232.125111182979
131,34,322.384754000393
131,35,775.221006000217
131,36,235.347674557693
131,37,341.059584774784
131,38,9.53448393925127
131,39,10.4522268242393
131,40,0.000144195556998739
131,41,0.000102951232435429
131,42,231.38948610823
131,43,232.70790417263
131,44,228.976011021223
131,45,128.19914917429
131,46,3.07508013419472
131,47,7.05439683758814
131,48,-20.010758632387
131,49,-20.010758632387
131,50,0.242444229728093
131,51,13.0437028026491
131,52,-18.0770169231907
131,53,-18.0770169231907
131,54,89.8740668261991
131,55,0.798807827330832
131,56,7.65838073090847
131,57,0.117951227001271
131,58,-7.94994329522247
131,59,-2.57496185942233
131,60,-13.4513892971943
131,61,-1.72908836064529
131,62,-1.99070621086442
131,63,-19.7041793419856
131,64,-9.16327864510235
131,65,0.0769695283893981
131,66,0.000133836602166057
131,67,9.68029053519426
131,68,-7.00774499170082
131,69,0.614606086793352
131,70,-18.2730175041415
131,71,-1.85131645662416
131,72,-0.483582528995696
131,73,0.610850842532373
131,74,5.55930555339575
131,75,5.55930555339575
131,76,0.364138509124111
131,77,-16.1777728203835
131,78,-11.8316688375235
131,79,-11.0006016552199
131,80,-7.9031902943611
131,81,-15.2187772047514
131,82,-11.530877771835
131,83,-0.639584397110286
131,84,0
